Dia,Mes,Anio,Hora,Minuto,Segundo,Magnitud,Latitud,Longitud,Deep,Km,Localidad,Entidad
18,04,20,23,03,29,3.8,15.3847,-94.5153,14,112,TONALA,CHIS
18,04,20,23,09,50,3.6,18.6635,-99.3338,4,5,PUENTE DE IXTLA,MOR
18,04,20,23,33,17,3.3,16.3148,-97.7703,11,30,PINOTEPA NACIONAL,OAX
19,04,20,0,10,05,3.2,16.2268,-98.0822,13,13,PINOTEPA NACIONAL,OAX
19,04,20,0,17,48,3.3,16.9853,-100.053,39,4,COYUCA DE BENITEZ,GRO
19,04,20,0,20,23,3.4,16.2748,-97.8482,9,23,PINOTEPA NACIONAL,OAX
19,04,20,0,32,33,3.2,16.2508,-98.2318,11,22,PINOTEPA NACIONAL,OAX
19,04,20,0,43,20,3.3,16.2583,-97.8758,10,21,PINOTEPA NACIONAL,OAX
19,04,20,0,44,46,3.1,16.261,-97.8415,12,24,PINOTEPA NACIONAL,OAX
19,04,20,1,20,44,3.6,15.4422,-93.6823,79,57,PIJIJIAPAN,CHIS
19,04,20,1,23,00,3.6,16.3087,-97.8923,24,17,PINOTEPA NACIONAL,OAX
19,04,20,1,54,45,3.6,15.7508,-93.623,97,40,TONALA,CHIS
19,04,20,2,00,43,3.6,17.1458,-94.3338,82,81,MATIAS ROMERO,OAX
19,04,20,2,10,06,3.4,17.4053,-94.4888,149,65,MINATITLAN,VER
19,04,20,2,10,49,3.2,19.082,-103.693,52,18,COQUIMATLAN,COL
19,04,20,2,12,08,4.4,15.8973,-95.1532,46,32,SALINA CRUZ,OAX
19,04,20,2,34,02,3.6,17.7255,-94.9138,131,18,SAYULA DE ALEMAN,VER
19,04,20,2,45,22,3.6,16.6848,-94.671,105,29,UNION HIDALGO,OAX
19,04,20,2,58,36,3.3,16.2898,-97.8162,15,26,PINOTEPA NACIONAL,OAX
19,04,20,3,22,37,4.4,16.5405,-95.0368,65,7,CD IXTEPEC,OAX
19,04,20,3,32,40,3.6,16.449,-95.0412,10,3,JUCHITAN DE ZARAGOZA,OAX
19,04,20,3,34,04,3.3,31.7495,-116.269,12,29,RODOLFO SANCHEZ T(MRO),BC
19,04,20,3,35,08,3.5,16.4582,-95.0632,14,5,JUCHITAN DE ZARAGOZA,OAX
19,04,20,3,40,28,3.6,15.2095,-94.5072,16,126,TONALA,CHIS
19,04,20,3,43,53,3.4,16.4022,-95.0493,13,5,JUCHITAN DE ZARAGOZA,OAX
19,04,20,3,55,36,3.9,16.31,-95.524,100,30,TEHUANTEPEC,OAX
19,04,20,4,12,05,3.5,16.3715,-98.2497,13,21,PINOTEPA NACIONAL,OAX
19,04,20,4,25,25,3.4,17.2205,-95.267,107,45,MATIAS ROMERO,OAX
19,04,20,4,27,52,3.5,17.0003,-95.551,25,56,MATIAS ROMERO,OAX
19,04,20,4,30,30,3.6,17.1605,-95.3115,113,43,MATIAS ROMERO,OAX
19,04,20,4,36,25,3.4,31.528,-115.619,15,93,RODOLFO SANCHEZ T(MRO),BC
19,04,20,4,43,19,3.5,16.2807,-98.1362,11,11,PINOTEPA NACIONAL,OAX
19,04,20,4,48,30,3.4,16.2833,-98.0688,8,7,PINOTEPA NACIONAL,OAX
19,04,20,4,55,29,3.9,16.8058,-94.3447,120,63,UNION HIDALGO,OAX
19,04,20,5,21,09,3.7,16.1302,-97.5122,15,16,RIO GRANDE,OAX
19,04,20,5,27,34,3.7,16.5843,-94.6573,5,22,UNION HIDALGO,OAX
19,04,20,5,40,39,3.2,19.3828,-104.515,3,17,CIHUATLAN,JAL
19,04,20,5,56,06,3.7,16.5037,-98.5917,26,28,OMETEPEC,GRO
19,04,20,5,59,23,3.8,15.2412,-94.5757,17,123,SALINA CRUZ,OAX
19,04,20,6,05,51,3.8,14.7968,-94.3113,16,154,PIJIJIAPAN,CHIS
19,04,20,6,06,46,3.3,16.2857,-97.8367,5,24,PINOTEPA NACIONAL,OAX
19,04,20,6,16,57,3.7,16.6648,-93.6983,154,4,CINTALAPA,CHIS
19,04,20,6,36,38,3.5,16.3065,-97.7952,5,28,PINOTEPA NACIONAL,OAX
19,04,20,8,28,50,3.9,16.2978,-94.0842,105,21,ARRIAGA ,CHIS
19,04,20,8,44,41,3.2,16.23,-98.0182,11,13,PINOTEPA NACIONAL,OAX
19,04,20,9,46,19,4.3,15.4595,-94.5642,31,105,SALINA CRUZ,OAX
19,04,20,10,06,27,3.4,16.3128,-97.7842,5,29,PINOTEPA NACIONAL,OAX
19,04,20,10,06,52,3,16.2963,-97.7943,5,28,PINOTEPA NACIONAL,OAX
19,04,20,10,07,11,3.1,16.3067,-97.8387,5,23,PINOTEPA NACIONAL,OAX
19,04,20,10,17,43,3.1,16.5258,-98.286,24,22,OMETEPEC,GRO
19,04,20,11,02,08,3.2,16.2417,-98.115,13,13,PINOTEPA NACIONAL,OAX
19,04,20,11,04,08,3.7,16.3035,-97.83,4,24,PINOTEPA NACIONAL,OAX
19,04,20,11,11,27,3.7,15.4233,-94.6275,18,104,SALINA CRUZ,OAX
19,04,20,11,48,18,3.7,31.3652,-115.596,4,80,VICENTE GUERRERO,BC
19,04,20,12,19,42,3.3,16.2482,-98.1845,12,18,PINOTEPA NACIONAL,OAX
19,04,20,12,25,38,3.7,16.1315,-95.0478,13,17,SALINA CRUZ,OAX
19,04,20,12,42,52,3.7,16.6175,-94.5823,10,31,UNION HIDALGO,OAX
19,04,20,16,12,37,3.9,16.7997,-100.37,5,38,COYUCA DE BENITEZ,GRO
19,04,20,16,27,57,3.6,16.9073,-99.1077,10,33,SAN MARCOS,GRO
19,04,20,18,03,01,4.1,16.9983,-94.7375,125,35,MATIAS ROMERO,OAX
19,04,20,18,25,28,3.4,16.0673,-97.44,15,6,RIO GRANDE,OAX
19,04,20,18,25,53,3.5,16.0347,-97.4565,17,4,RIO GRANDE,OAX
19,04,20,18,34,18,3.4,16.4397,-98.672,17,39,OMETEPEC,GRO
19,04,20,18,47,03,3.4,16.1895,-98.0925,11,17,PINOTEPA NACIONAL,OAX
19,04,20,19,03,00,3.9,16.392,-95.827,70,63,TEHUANTEPEC,OAX
19,04,20,19,42,34,3.1,16.063,-97.5408,15,13,RIO GRANDE,OAX
19,04,20,19,48,29,4,15.7122,-95.4998,44,61,SALINA CRUZ,OAX
19,04,20,19,58,00,3.5,16.9673,-99.8777,10,11,ACAPULCO,GRO
19,04,20,20,06,48,3.2,16.2945,-98.2177,14,18,PINOTEPA NACIONAL,OAX
19,04,20,20,43,23,3.8,16.9998,-95.7963,29,72,TLACOLULA,OAX
19,04,20,21,08,33,3.3,16.8205,-97.501,17,53,H TLAXIACO,OAX
19,04,20,22,07,13,3.2,16.4013,-98.4183,9,31,OMETEPEC,GRO
19,04,20,22,10,12,3.4,19.2512,-104.104,8,31,COQUIMATLAN,COL
19,04,20,22,11,18,3.9,25.233,-100.192,6,18,CD DE ALLENDE,NL
19,04,20,22,32,34,4.1,15.6982,-95.095,36,55,SALINA CRUZ,OAX
19,04,20,22,34,24,3.5,16.418,-94.8517,17,7,UNION HIDALGO,OAX
19,04,20,22,36,54,4,16.4608,-94.9463,23,8,JUCHITAN DE ZARAGOZA,OAX
19,04,20,22,40,04,3.5,16.2427,-98.0423,7,11,PINOTEPA NACIONAL,OAX
19,04,20,23,31,25,3.2,15.8623,-95.1282,30,36,SALINA CRUZ,OAX
19,04,20,23,32,09,4.1,15.8527,-95.1245,14,37,SALINA CRUZ,OAX
19,04,20,23,38,48,3.2,16.4617,-98.4938,28,26,OMETEPEC,GRO
19,04,20,23,49,32,3.7,16.4202,-98.5037,13,31,OMETEPEC,GRO
19,04,20,23,54,20,3.5,19.229,-103.703,4,3,COLIMA,COL
19,04,20,23,58,16,3.2,16.272,-98.1257,15,11,PINOTEPA NACIONAL,OAX
20,04,20,0,34,37,3.5,15.822,-97.1203,3,7,PUERTO ESCONDIDO,OAX
20,04,20,0,51,15,3.7,17.0258,-94.7318,129,37,MATIAS ROMERO,OAX
20,04,20,1,01,27,3.7,14.909,-92.2215,123,4,TAPACHULA,CHIS
20,04,20,1,16,29,3.7,15.2198,-92.0038,175,31,MOTOZINTLA,CHIS
20,04,20,1,44,03,4.1,15.9737,-95.1943,35,23,SALINA CRUZ,OAX
20,04,20,2,28,04,3.2,17.157,-100.067,52,17,COYUCA DE BENITEZ,GRO
20,04,20,2,55,07,3.7,16.2258,-98.0597,6,13,PINOTEPA NACIONAL,OAX
20,04,20,3,35,12,3.3,16.4758,-98.4563,39,24,OMETEPEC,GRO
20,04,20,3,38,03,4,16.8358,-94.504,129,53,UNION HIDALGO,OAX
20,04,20,4,16,32,3.9,15.8815,-95.1078,17,35,SALINA CRUZ,OAX
20,04,20,4,23,08,3.4,16.3795,-94.9068,17,13,UNION HIDALGO,OAX
20,04,20,4,45,39,3.8,15.5065,-95.0425,23,77,SALINA CRUZ,OAX
20,04,20,4,52,25,3.4,16.0147,-96.9462,15,21,PUERTO ESCONDIDO,OAX
20,04,20,5,36,04,3.8,16.2605,-98.1088,12,11,PINOTEPA NACIONAL,OAX
20,04,20,5,39,18,3.4,16.3207,-97.7968,10,27,PINOTEPA NACIONAL,OAX
20,04,20,5,41,16,3,16.281,-97.849,10,23,PINOTEPA NACIONAL,OAX
20,04,20,6,00,36,3.5,16.2995,-98.2768,12,24,PINOTEPA NACIONAL,OAX
20,04,20,6,37,49,4.1,16.2738,-93.916,119,5,ARRIAGA ,CHIS
20,04,20,6,56,15,4.2,16.4422,-95.2403,63,13,S BLAS ATEMPA,OAX
20,04,20,7,00,17,3.8,16.4857,-95.1125,11,9,CD IXTEPEC,OAX
20,04,20,7,42,07,3.1,16.4083,-98.3455,38,31,OMETEPEC,GRO
20,04,20,8,18,06,3.6,16.1327,-95.165,47,6,SALINA CRUZ,OAX
20,04,20,8,55,08,4,16.2647,-98.1282,10,12,PINOTEPA NACIONAL,OAX
20,04,20,9,14,00,3.8,18.1137,-103.414,2,78,COALCOMAN,MICH
20,04,20,9,24,01,3.2,16.3425,-98.254,22,22,PINOTEPA NACIONAL,OAX
20,04,20,9,31,07,4,15.399,-94.69,16,102,SALINA CRUZ,OAX
20,04,20,10,00,03,3.9,16.3533,-94.9362,16,13,JUCHITAN DE ZARAGOZA,OAX
20,04,20,10,53,14,3.8,15.9198,-97.0468,14,7,PUERTO ESCONDIDO,OAX
20,04,20,11,12,30,3.3,16.2035,-97.8448,6,27,PINOTEPA NACIONAL,OAX
20,04,20,11,26,04,3.5,16.0992,-97.028,31,26,PUERTO ESCONDIDO,OAX
20,04,20,11,37,38,4.1,15.4907,-94.7538,24,90,SALINA CRUZ,OAX
20,04,20,12,42,53,4,16.3907,-94.9815,31,6,JUCHITAN DE ZARAGOZA,OAX
20,04,20,12,54,11,4,15.9647,-95.1798,16,24,SALINA CRUZ,OAX
20,04,20,13,48,03,3.5,19.3743,-104.434,65,20,CIHUATLAN,JAL
20,04,20,14,43,50,3.9,20.4137,-105.355,16,26,PUERTO VALLARTA,JAL
20,04,20,16,05,54,3.6,14.6663,-93.166,15,91,MAPASTEPEC,CHIS
20,04,20,16,06,47,3.3,16.307,-97.7683,15,31,PINOTEPA NACIONAL,OAX
20,04,20,16,36,36,3.8,15.2073,-94.6512,16,123,SALINA CRUZ,OAX
20,04,20,17,57,30,4,17.1388,-94.6363,133,52,MATIAS ROMERO,OAX
20,04,20,18,08,37,3.6,16.2962,-97.8225,5,25,PINOTEPA NACIONAL,OAX
20,04,20,18,10,45,3,19.5985,-103.739,33,31,CD GUZMAN,JAL
20,04,20,18,31,24,3.8,15.572,-94.9887,22,71,SALINA CRUZ,OAX
20,04,20,20,47,57,3.8,16.1592,-97.456,35,17,RIO GRANDE,OAX
20,04,20,20,58,25,4.2,18.2113,-93.3048,11,11,COMALCALCO,TAB
20,04,20,21,55,04,4.1,16.0585,-95.201,5,14,SALINA CRUZ,OAX
20,04,20,22,54,12,3.8,16.3837,-98.4835,5,34,OMETEPEC,GRO
20,04,20,22,57,34,3.7,16.0902,-96.029,57,37,CRUCECITA,OAX
20,04,20,23,00,48,3.7,16.4175,-98.4798,4,30,OMETEPEC,GRO
20,04,20,23,42,48,3.4,16.6205,-95.3263,55,25,CD IXTEPEC,OAX
21,04,20,0,03,23,3.3,19.494,-104.321,4,17,CASIMIRO CASTILLO,JAL
21,04,20,0,19,19,4.1,15.483,-95.0807,13,78,SALINA CRUZ,OAX
21,04,20,0,22,20,3.7,15.89,-96.9865,6,9,PUERTO ESCONDIDO,OAX
21,04,20,0,34,41,3.3,16.0083,-97.1682,32,19,PUERTO ESCONDIDO,OAX
21,04,20,0,49,44,3.9,17.23,-94.5172,143,68,MATIAS ROMERO,OAX
21,04,20,1,11,32,4,16.8372,-102.097,10,106,ZIHUATANEJO,GRO
21,04,20,1,34,38,3.9,16.4408,-100.698,10,87,TECPAN,GRO
21,04,20,1,41,43,3.9,16.2577,-98.0812,9,10,PINOTEPA NACIONAL,OAX
21,04,20,2,19,01,3.7,16.2613,-98.1045,11,10,PINOTEPA NACIONAL,OAX
21,04,20,2,25,57,3.6,16.275,-98.0583,10,7,PINOTEPA NACIONAL,OAX
21,04,20,2,31,34,3.5,16.2598,-98.1775,13,16,PINOTEPA NACIONAL,OAX
21,04,20,2,31,58,4.1,14.7198,-92.264,97,13,CD HIDALGO,CHIS
21,04,20,2,34,42,3.7,15.9575,-95.0828,9,28,SALINA CRUZ,OAX
21,04,20,3,06,59,4.2,14.35,-93.3847,15,132,MAPASTEPEC,CHIS
21,04,20,3,39,22,3.6,16.3597,-98.2425,13,20,PINOTEPA NACIONAL,OAX
21,04,20,3,47,37,3.8,15.1968,-97.2105,9,75,PUERTO ESCONDIDO,OAX
21,04,20,4,39,20,3.5,16.9197,-99.963,10,9,ACAPULCO,GRO
21,04,20,4,50,12,3.3,16.7527,-99.842,6,14,ACAPULCO,GRO
21,04,20,5,32,40,3.6,18.8782,-104.283,5,19,MANZANILLO,COL
21,04,20,5,37,27,3.4,19.1545,-103.733,10,9,COQUIMATLAN,COL
21,04,20,5,44,16,3.5,16.8278,-94.9505,112,11,MATIAS ROMERO,OAX
21,04,20,6,07,43,3.5,16.618,-94.8163,110,16,UNION HIDALGO,OAX
21,04,20,6,39,53,3.2,16.2942,-97.8282,7,24,PINOTEPA NACIONAL,OAX
21,04,20,7,04,04,3.5,18.1408,-100.505,59,30,CD ALTAMIRANO,GRO
21,04,20,7,15,50,3.8,16.5633,-98.4673,7,15,OMETEPEC,GRO
21,04,20,7,30,08,3.7,15.113,-93.2277,80,51,MAPASTEPEC,CHIS
21,04,20,7,33,09,3.6,16.92,-99.6665,35,25,ACAPULCO,GRO
21,04,20,8,12,39,3.3,16.236,-98.033,5,12,PINOTEPA NACIONAL,OAX
21,04,20,8,41,25,3.6,17.2367,-99.8978,32,32,COYUCA DE BENITEZ,GRO
21,04,20,9,23,35,3.6,15.1843,-93.0573,97,34,MAPASTEPEC,CHIS
21,04,20,9,48,50,3.4,19.3785,-104.085,29,35,COQUIMATLAN,COL
21,04,20,10,15,23,3.8,19.5567,-105.655,10,120,CIHUATLAN,JAL
21,04,20,10,54,14,3.5,19.1368,-103.744,13,10,COQUIMATLAN,COL
21,04,20,11,38,02,3.3,15.8773,-97.105,14,4,PUERTO ESCONDIDO,OAX
21,04,20,13,19,00,3.6,16.1958,-97.5327,15,23,RIO GRANDE,OAX
21,04,20,13,38,54,3.8,16.03,-94.9065,67,35,SALINA CRUZ,OAX
21,04,20,13,44,38,3.4,16.055,-97.1268,32,22,PUERTO ESCONDIDO,OAX
21,04,20,14,17,10,3.9,17.109,-94.197,150,68,CINTALAPA,CHIS
21,04,20,14,46,16,3.8,16.5637,-98.5903,22,24,OMETEPEC,GRO
21,04,20,14,50,42,3.5,15.9867,-97.2398,27,21,RIO GRANDE,OAX
21,04,20,15,03,25,3.2,15.918,-96.9687,6,12,PUERTO ESCONDIDO,OAX
21,04,20,15,10,55,4.1,16.0583,-97.1733,21,24,PUERTO ESCONDIDO,OAX
21,04,20,15,14,32,3.3,16.0348,-97.1297,28,20,PUERTO ESCONDIDO,OAX
21,04,20,15,22,27,3.9,15.6207,-94.8887,12,70,SALINA CRUZ,OAX
21,04,20,15,39,06,3.6,18.2227,-103.418,27,67,COALCOMAN,MICH
21,04,20,16,39,44,3.6,15.9632,-98.3855,10,55,PINOTEPA NACIONAL,OAX
21,04,20,16,42,06,3.8,17.219,-94.1667,180,75,CINTALAPA,CHIS
21,04,20,17,17,36,4,16.5882,-94.5737,10,30,UNION HIDALGO,OAX
21,04,20,17,23,54,3.6,15.9338,-95.0677,16,31,SALINA CRUZ,OAX
21,04,20,17,26,23,3.5,16.3135,-98.2502,12,21,PINOTEPA NACIONAL,OAX
21,04,20,18,52,26,3.9,15.1983,-94.2603,16,112,TONALA,CHIS
21,04,20,19,04,57,4,17.9643,-98.554,57,37,CHIAUTLA DE TAPIA,PUE
21,04,20,19,50,10,4.5,16.9913,-95.7913,17,73,TLACOLULA,OAX
21,04,20,19,59,16,3.9,16.9723,-95.6917,6,70,MATIAS ROMERO,OAX
21,04,20,20,15,10,4,16.9988,-102.59,19,113,CD LAZARO CARDENAS,MICH
21,04,20,20,30,03,4,16.9883,-95.8193,29,70,TLACOLULA,OAX
21,04,20,21,01,39,3.5,16.2455,-98.0863,13,11,PINOTEPA NACIONAL,OAX
21,04,20,21,15,31,3.6,16.2655,-97.989,9,11,PINOTEPA NACIONAL,OAX
21,04,20,21,25,20,3.9,14.4853,-93.2712,15,113,HUIXTLA,CHIS
21,04,20,22,01,57,4,14.8597,-94.2348,11,143,PIJIJIAPAN,CHIS
21,04,20,22,08,00,3.7,17.0878,-100.275,44,22,ATOYAC DE ALVAREZ,GRO
21,04,20,22,12,41,3.9,15.2908,-93.252,81,42,MAPASTEPEC,CHIS
21,04,20,22,16,38,3.4,16.5468,-99.285,2,30,SAN MARCOS,GRO
21,04,20,22,21,37,3.9,15.9353,-93.8472,105,19,TONALA,CHIS
21,04,20,22,30,15,3.3,16.0662,-97.0295,20,23,PUERTO ESCONDIDO,OAX
21,04,20,23,24,17,3.7,18.2827,-103.487,5,65,COALCOMAN,MICH
21,04,20,23,36,42,4,18.4803,-101.357,79,51,HUETAMO,MICH
21,04,20,23,41,46,3.8,16.401,-95.2763,5,9,TEHUANTEPEC,OAX
21,04,20,23,47,00,3.2,16.2782,-98.2338,14,21,PINOTEPA NACIONAL,OAX
21,04,20,23,56,06,4,17.0462,-95.82,63,71,TLACOLULA,OAX
22,04,20,0,24,15,3.7,17.0417,-95.8172,57,71,TLACOLULA,OAX
22,04,20,0,58,20,3.8,16.8482,-95.6492,85,65,MATIAS ROMERO,OAX
22,04,20,0,59,25,3.5,19.0613,-104.485,9,18,MANZANILLO,COL
22,04,20,1,00,43,3.8,16.8872,-95.569,84,56,MATIAS ROMERO,OAX
22,04,20,1,30,34,3.9,17.0547,-95.8262,50,70,TLACOLULA,OAX
22,04,20,2,18,18,3.2,16.3297,-97.756,3,32,PINOTEPA NACIONAL,OAX
22,04,20,2,18,54,3.5,16.3002,-97.8277,5,24,PINOTEPA NACIONAL,OAX
22,04,20,2,22,37,4,15.784,-95.0813,69,46,SALINA CRUZ,OAX
22,04,20,2,48,06,3.5,16.014,-97.4747,14,4,RIO GRANDE,OAX
22,04,20,3,30,02,4,16.1027,-95.0065,48,22,SALINA CRUZ,OAX
22,04,20,4,03,47,3.3,16.3985,-98.8598,5,58,OMETEPEC,GRO
22,04,20,4,15,51,4,16.9682,-93.872,179,34,CINTALAPA,CHIS
22,04,20,4,59,00,3.5,16.2788,-97.8448,5,23,PINOTEPA NACIONAL,OAX
22,04,20,5,08,59,3.9,16.908,-95.7862,62,74,TLACOLULA,OAX
22,04,20,5,14,46,4.2,15.5987,-95.1225,15,65,SALINA CRUZ,OAX
22,04,20,5,23,43,3.8,17.0833,-95.7295,69,77,MATIAS ROMERO,OAX
22,04,20,5,33,05,3.4,16.1982,-99.449,15,66,SAN MARCOS,GRO
22,04,20,5,39,04,3.6,17.7518,-101.107,64,30,PETATLAN,GRO
22,04,20,5,43,34,3.7,16.5263,-94.5817,6,27,UNION HIDALGO,OAX
22,04,20,5,47,20,3.9,15.9695,-95.061,48,28,SALINA CRUZ,OAX
22,04,20,6,04,32,3.2,16.251,-98.0182,2,11,PINOTEPA NACIONAL,OAX
22,04,20,6,11,31,3.9,15.4798,-94.7495,18,91,SALINA CRUZ,OAX
22,04,20,7,02,50,3.3,16.2405,-98.034,3,11,PINOTEPA NACIONAL,OAX
22,04,20,7,14,59,3.4,16.2792,-97.861,10,22,PINOTEPA NACIONAL,OAX
22,04,20,8,37,54,3.4,16.839,-100.036,6,15,ACAPULCO,GRO
22,04,20,9,02,43,3.8,16.5592,-94.8357,103,9,UNION HIDALGO,OAX
22,04,20,9,42,20,3.6,16.422,-98.6705,30,40,OMETEPEC,GRO
22,04,20,10,17,26,3.5,16.2463,-98.1068,11,12,PINOTEPA NACIONAL,OAX
22,04,20,10,29,25,3.8,16.3628,-95.1205,94,12,S BLAS ATEMPA,OAX
22,04,20,10,29,56,3.8,15.7452,-93.6057,93,41,TONALA,CHIS
22,04,20,10,37,02,3.6,18.7618,-102.641,40,47,APATZINGAN,MICH
22,04,20,10,59,10,3.8,15.6417,-95.1095,16,60,SALINA CRUZ,OAX
22,04,20,11,37,03,4,15.5677,-94.7863,16,81,SALINA CRUZ,OAX
22,04,20,12,22,20,4,15.1063,-94.4512,15,132,TONALA,CHIS
22,04,20,12,41,53,3.7,15.632,-94.849,17,71,SALINA CRUZ,OAX
22,04,20,12,54,34,3.5,16.0307,-97.3055,33,14,RIO GRANDE,OAX
22,04,20,13,12,07,3.5,19.1838,-103.924,15,12,COQUIMATLAN,COL
22,04,20,13,28,05,3.4,19.3167,-104.248,16,30,MANZANILLO,COL
22,04,20,14,09,58,3.7,15.9677,-95.017,54,30,SALINA CRUZ,OAX
22,04,20,14,27,42,3.4,16.249,-98.9343,16,74,OMETEPEC,GRO
22,04,20,14,58,25,3.5,18.8912,-103.028,15,19,COALCOMAN,MICH
22,04,20,15,17,06,3.5,16.5105,-98.452,16,20,OMETEPEC,GRO
22,04,20,15,18,26,3.9,15.4333,-91.9978,185,28,MOTOZINTLA,CHIS
22,04,20,15,41,46,3.4,16.0398,-97.6575,18,24,RIO GRANDE,OAX
22,04,20,15,51,19,3.7,16.675,-95.1968,88,16,CD IXTEPEC,OAX
22,04,20,16,08,36,3.6,14.7367,-93.0277,46,75,HUIXTLA,CHIS
22,04,20,16,15,48,4.4,15.3722,-92.1145,188,14,MOTOZINTLA,CHIS
22,04,20,16,49,52,3.9,15.6275,-94.8573,16,71,SALINA CRUZ,OAX
22,04,20,16,54,13,3.8,15.4697,-94.8767,18,86,SALINA CRUZ,OAX
22,04,20,16,58,29,3.8,15.4675,-94.85,17,87,SALINA CRUZ,OAX
22,04,20,17,10,54,3.5,17.5437,-94.9045,133,38,SAYULA DE ALEMAN,VER
22,04,20,17,24,46,3.9,17.4713,-94.9202,139,46,SAYULA DE ALEMAN,VER
22,04,20,17,38,24,3.4,16.3515,-98.931,15,67,OMETEPEC,GRO
22,04,20,17,58,11,3.3,16.6107,-98.906,11,54,OMETEPEC,GRO
22,04,20,18,01,12,3.5,18.4782,-103.671,6,52,TECOMAN,COL
22,04,20,18,10,46,3.4,19.2185,-104.971,5,43,CIHUATLAN,JAL
22,04,20,18,15,30,3.8,15.5248,-94.9078,22,79,SALINA CRUZ,OAX
22,04,20,18,18,33,3.4,16.1693,-97.8112,3,32,PINOTEPA NACIONAL,OAX
22,04,20,18,21,18,3.8,15.4823,-94.8183,16,87,SALINA CRUZ,OAX
22,04,20,18,23,09,4.3,14.7012,-92.5588,68,39,TAPACHULA,CHIS
22,04,20,18,43,31,3.9,17.6132,-102.193,13,38,CD LAZARO CARDENAS,MICH
22,04,20,19,00,38,3.8,14.3682,-94.3225,10,189,PIJIJIAPAN,CHIS
22,04,20,19,03,07,3.7,16.9882,-95.7593,5,76,TLACOLULA,OAX
22,04,20,20,05,58,4.1,14.2702,-93.9265,16,171,MAPASTEPEC,CHIS
22,04,20,20,25,22,3.4,16.4063,-98.7137,15,45,OMETEPEC,GRO
22,04,20,20,41,17,3.3,16.2932,-97.8397,6,23,PINOTEPA NACIONAL,OAX
22,04,20,20,51,45,3.3,16.3003,-98.2132,17,18,PINOTEPA NACIONAL,OAX
22,04,20,20,57,08,3.3,16.2722,-97.8848,19,19,PINOTEPA NACIONAL,OAX
22,04,20,21,03,21,3.5,16.7165,-99.7982,15,20,ACAPULCO,GRO
22,04,20,21,18,23,3.5,17.083,-100.242,42,18,COYUCA DE BENITEZ,GRO
22,04,20,22,08,44,2.5,15.2068,-92.0058,13,30,CACAHOATAN,CHIS
22,04,20,22,14,41,2.7,15.2022,-92.017,15,28,CACAHOATAN,CHIS
22,04,20,22,19,09,3.5,16.3282,-98.4903,16,40,OMETEPEC,GRO
22,04,20,22,21,11,4,18.8562,-106.841,10,243,CIHUATLAN,JAL
22,04,20,22,30,52,3.5,15.502,-96.353,32,29,S PEDRO POCHUTLA,OAX
22,04,20,22,38,44,3.2,16.256,-98.0718,12,10,PINOTEPA NACIONAL,OAX
22,04,20,22,42,47,3.2,16.0303,-97.158,25,21,PUERTO ESCONDIDO,OAX
22,04,20,22,52,15,3,19.3212,-104.079,5,31,COQUIMATLAN,COL
22,04,20,23,00,12,3.9,15.2737,-94.6157,15,118,SALINA CRUZ,OAX
22,04,20,23,20,57,3.9,17.3003,-95.036,124,47,MATIAS ROMERO,OAX
22,04,20,23,30,11,3.9,15.6398,-96.161,11,15,CRUCECITA,OAX
22,04,20,23,45,57,3.8,15.8355,-92.7082,165,48,MAPASTEPEC,CHIS
22,04,20,23,53,41,3.9,25.6602,-110.063,10,94,AHOME,SIN
22,04,20,23,59,43,4,15.91,-96.9837,30,10,PUERTO ESCONDIDO,OAX
23,04,20,0,39,18,2.6,15.205,-92.0213,16,28,CACAHOATAN,CHIS
23,04,20,0,53,32,3.1,17.4725,-97.9245,61,34,H TLAXIACO,OAX
23,04,20,1,33,18,3.4,16.834,-98.3685,33,17,OMETEPEC,GRO
23,04,20,2,12,31,3.8,15.0832,-94.3503,15,128,TONALA,CHIS
23,04,20,2,23,45,3.2,16.1872,-97.5165,31,21,RIO GRANDE,OAX
23,04,20,2,25,00,3.8,27.4697,-111.498,10,77,H GUAYMAS,SON
23,04,20,2,58,15,4,15.4293,-94.8118,16,93,SALINA CRUZ,OAX
23,04,20,3,21,45,3,18.8888,-98.64,5,21,ATLIXCO,PUE
23,04,20,3,38,07,3.6,16.9398,-98.9268,37,52,SAN MARCOS,GRO
23,04,20,3,44,59,3.3,16.3703,-98.0183,8,5,PINOTEPA NACIONAL,OAX
23,04,20,3,59,08,3.4,16.273,-98.0313,4,8,PINOTEPA NACIONAL,OAX
23,04,20,4,02,57,4,14.8995,-92.706,82,37,HUIXTLA,CHIS
23,04,20,4,14,25,3.4,18.1743,-100.412,60,21,ARCELIA,GRO
23,04,20,4,41,07,3.3,16.0278,-98.2593,11,41,PINOTEPA NACIONAL,OAX
23,04,20,4,44,30,4,15.8643,-95.0398,16,39,SALINA CRUZ,OAX
23,04,20,4,46,52,3.3,15.9903,-98.2675,3,45,PINOTEPA NACIONAL,OAX
23,04,20,4,54,37,3.6,16.8312,-100.265,12,27,COYUCA DE BENITEZ,GRO
23,04,20,5,01,59,3.2,16.0137,-97.0985,32,17,PUERTO ESCONDIDO,OAX
23,04,20,5,19,32,3.9,17.2808,-94.388,170,76,LAS CHOAPAS,VER
23,04,20,5,38,51,3.6,16.4742,-93.3975,69,30,VILLAFLORES,CHIS
23,04,20,6,11,09,3.5,16.701,-99.845,2,20,ACAPULCO,GRO
